Done By,Document Name,Document Date,Document Type,Document Source,Document Location,Street Address,City,Province,Postal Code,Price,Listing ID,Property Type,Building Type,Storeys,Community Name,Title,Land Size Length,Land Size Length Unit,Land Size Width,Land Size Width Unit,Parking Type,Description,Amenities Nearby,Features,Parking Type,Total Parking Spaces,Basement Features,Basement Type,Bathrooms,Bedrooms Above Grade,Bedrooms Below Grade,Cooling,Exterior Finish,Heating Fuel,Heating Type,Style,Room Level,Room Type,Room Length,Room Length Unit,Room Width,Room Width Unit,Walk Score,Dependence,Realtor Name,Realtor Phone Number,Real Estate Company,Real Estate Address,Real Estate City,Real Estate Province,Real Estate Postal Code,Real Estate Phone Number,Real Estae Fax Number
Robin Wilke,V1124059,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15705936/2097-26TH-ST-West-Vancouve...,,2097 26th St,West Vancouver,BC,V7V4K5,"$4,288,000.00",V1124059,Single Family,House,,,Freehold,26528,Sq Ft,,,,"Home is effectively 2 years old. Arguably one of the finest contemporary homes in upper Dundarave just steps to everything life has to offer. This WORLD CLASS ART PIECE is injected with INNOVATION and DESIGN that delivers functionalalityand tranquility to achieve an URBAN OASIS - simply a must see. The incredible open concept floor plan is perfect for entertaining while taking in the AMAZING OCEAN VIEWS. The kitchen and dining rooms open up to an amazing outdoor 4 seasons-like patio with an incredible concrete swimming pool which delivers a great living atmosphere that many individuals moving to West Vancouver desire. TOP OF THE LINE EVERYTHING! This house is a 5 minute walk from Collingwood Elementary. WALK TO SCHOOL!
",,,,,Unknown,Full (Unknown),5,4 total,,,,,,Detached,,,,,,,23,Car-Dependent,Amirmohsen Hamzehali,604-500-1010,Royal LePage Sussex (WVan),2397 Marine Drive,West Vancouver,BC,V7V1K9,604-925-2911,604-925-3002
Robin Wilke,V1124248,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15713713,,5849 HUDSON ST,Vancouver,BC,V6M2Z2,"$6,980,000.00",V1124248,Single Family,House,,,Freehold,8856,Sq Ft,,,,"Magnificent luxury family home situated on a beautiful landscaped yard in the prime South Granville area. This BEAUTIFUL HOME set a new standard for new home construction offering truly exceptional taste & design throughout. Offering comfortable & spacious living on 3 levels with 5 full baths including a sensational master suite. Many features include a gourmet chefs kitchen & wok kitchen with all top line appliances. The home is finished with extensive hand work & stone work & features all top quality windows & doors to a spectacular sundeck: outdoor life couldn't be better! There are too many features to describe...Prices right is to sell!
",Shopping,"Central location, Private setting",,,Unknown,Full (Finished),6,6 total,,Air Conditioned,,,,Detached,,,,,,,69,Somewhat Walkable,Brianna Qun Qiu,604-831-5152,Royal Pacific Realty Corp.,N550 - 650 West 41st Ave,Vancouver,BC,V5Z2M9,604-266-8989,604-266-6545
Robin Wilke,V1124278,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15713550/4103-W-11TH-AV-Vancouver-...,,4103 W 11th Ave,Vancouver,BC,V6R2L5,"$4,398,000.00",V1124278,Single Family,House,,,Freehold,6100,Sq Ft,,,,"Beautiful luxury custom built home in the heart of Point Grey. 50 x 22, 6,100 square ft lot. The house was built in 2013 with very functional floor plan. 6 bdrm & 7 bath & 1 den. The main floor features high-ceiling and solid hardwood floor, granite counter tops and first-class appliances. The lower level has a media, wine room and guest suite. Mountain and ocean view from the upper roof deck. 2-5-10 new home warranty. Close to UBC and school catchment is Queen Elizabeth Elementary & Lord Byng Secondary. Open house on May 31 Sun 2-4pm
",,,,,Unknown,Unknown (Finished),7,6 total,,Air Conditioned,,,,Detached,,,,,,,69,Somewhat Walkable,Sarina Han,778-882-0099,Royal Pacific Realty Corp.,N550 - 650 West 41st Ave,Vancouver,BC,V5Z2M9,604-266-8989,604-266-6545
Robin Wilke,V1124383,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15716230/2307-W-45TH-AV-Vancouver-...,,2307 W 45th Ave,Vancouver,BC,V6M2J5,"$4,668,000.00",V1124383,Single Family,House,,,Freehold,6357,Sq Ft,,,,"Location! Location! Location! Spectacular custom built home on 6357 SF (52x122.25) lot w/marvellous layout in Kerrisdale area, 4065 SF floor area, 6 bedrooms & 6 baths. High ceilings & spacious entrance hall. With high quality materials & finishing, house presents 4 bdrms up, 2 guest rm down & 5.5 bathrms. Gourmet kitchen with granite countertops is equipped with top brand appliances & wok kitchen. Media rm & recreation hall in the bsmt. Hardwood floor, central vacuums, HRV, central air conditioning. Central location of the city. Close to Kerrisdale shopping area, restaurants, community centre & public transit. Top ranking school catchments of Maple Grove Elem & Magee Secondary. Open House, Sat 2-4PM.
",,Embedded oven,,,Unknown,Full (Unknown),6,6 total,,Air Conditioned,,,,Detached,,,,,,,89,Very Walkable,Lily Gan,604-999-6699,Sutton Grp-West Coast (w.blvd),#200 - 5511 West Boulevard,Vancouver,BC,V6M4H3,604-267-3800,604-263-8402
Robin Wilke,V1124747,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15725908/6451-GIBBONS-DR-Richmond...,,6451 GIBBONS DR,Richmond,BC,V7C2C9,"$4,168,000.00",V1124747,Single Family,House,,,Freehold,10362,Sq Ft,,,,"This open-plan 4,360sqft custom built house with 10,362sqft huge lot, located in Riverdale are. Four ensuited bedrooms upstairs including a very large master bedroom with dry sauna, and one ensuited bedroom downstairs. Air conditioning, HRV, music system surrounding the whole house, and a smart control home system, which controls security system, all lights, sound system and much more. High-end kitchen appliances /wolf and subzero.Nice landscaping and view through backyard. Move to such an elegant home and great neighborhood. One of kind, proud to show!
",Shopping,"Central location, Private setting",,,Unknown,None (Unknown),6,5,,Air Conditioned,,,,Detached,,,,,,,49,Car-Dependent,Juliette(YongHong) Zhang,604-781-6390,Macdonald Realty Westmar,#203 - 5188 Westminster Hwy,Richmond,BC,V7C5S7,604-279-9822,604-279-1887
Robin Wilke,V1124792,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15725884,,1957 SW Marine Dr,Vancouver,BC,V6P6B3,"$7,780,000.00",V1124792,Single Family,House,,,Freehold,18000,Sq Ft,,,,"MUST SEE this elegant custom 8000sf French inspired estate on a large private 18000sf lot. This masterpiece features only the finest materials & craftsmanship; boasts grand 21' high foyer with enormous waterfall, hand crafted plaster ceiling, stunning tea rm, gourmet kitchen built for a chef with top appls & butler's pantry. Folding doors lead you to spectacular professionally designed landscaped gardens with outdoor kitchen, fountain & F/P. 5 well-appointed ensuites, large craft rm on main, gym, hot tub spa & steam rm, media room, generous rec rm with bar, 2 butler's kitchens & modern wine cellar. A/C, HRV, security/surveillance sys & 4 car insulated detached garage. Close to UBC & the finest schools St. Georges, Magee, Crofton.
",Recreation,Central location,,,Unknown,Unknown (Finished),7,5 total,,"Air Conditioned, Unknown",,,,Detached,,,,,,,56,Somewhat Walkable,Winnie Y Chung,604-671-8260,Royal Pacific Realty Corp.,N550 - 650 West 41st Ave,Vancouver,BC,V5Z2M9,604-266-8989,604-266-6545
Robin Wilke,V1124814,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15725942/1030-W-33RD-AV-Vancouver-...,,1030 W 33RD AV,Vancouver,BC,V6M1A2,"$4,688,000.00",V1124814,Single Family,House,,,Freehold,8505,Sq Ft,,,,"Masterpiece in Shaughnessy area. South facing backyard on 68' x 125' lot. Features 4 bedrooms all ensuite on upper level. 1 bedroom with ensuite on main floor and 1 bedroom with ensuite in basement. Central sound system, air conditioning, wetbar, home theatre, music room and gym room. Close to Shaughnessy Elementary School, York House Private School, Eric Hamber Secondary School, and UBC. 2-5-10 warranty. Must see!",Shopping,"Central location, Private setting, Embedded oven",,,Unknown,Unknown (Finished),8,7 total,,,,,,Detached,,,,,,,55,Somewhat Walkable,"Lay La Yang
Cliff E Zhou","604-779-6666
604-828-1789","RE/MAX Select Properties
Sutton Group - Seafair Realty","5487 West Boulevard
#550 - 9100 Blundell Rd","Vancouver
Richmond","BC
BC","V6M3W5
V6Y1K3","604-737-8865
604-273-3155","604-737-8512
604-273-3124"
Robin Wilke,V1125023,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15731054/680-PARKSIDE-RD-West-Van...,,680 Parkside Rd,West Vancouver,BC,V7S1P3,"$4,288,000.00",V1125023,Single Family,House,,,Freehold,24829,Sq Ft,,,,"Lovely city and bridge view from this updated home on a gently sloping, south facing property that is almost 25,000 square feet! This is a beautiful setting with the party sized pool and the city in the background. The kitchen has all beenupdated with a huge island and new appliances, the window have been upgraded and the floors redone. This spacious layout features 4 bedrooms up 3 with ensuite and the fifth down. You can move right into this house while you make plans to build your dream home on this special property. BONUS: Property may be purchased along with next door 670 Parkside Rd. also on MLS, to form an over 1 ACRE LOT.
",,"Central location, Private setting",,,Unknown,Full (Unknown),4,5 total,,,,,,Detached,,,,,,,5,Car-Dependent,Brian Rybchinsky,604-985-1111,Virani Real Estate Advisors,#300 - 2240 Chippendale Road,West Vancouver,BC,V7S3J5,604-913-1000,604-921-2650
Robin Wilke,V1125072,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15730909/4888-NORTHWOOD-PL-West-...,,4888 Northwood Pl,West Vancouver,BC,V7S3C4,"$4,288,000.00",V1125072,Single Family,House,,,Freehold,27092,Sq Ft,,,,"Lovely 5 bedroom,4,519 sq.ft. home on a private cul-de-sac in Upper Caulfeild. Recently renovated open plan kitchen with granite counters and stainless steel appliances. Enjoy panoramic ocean views from brand new deck, elegant dining and living rooms, family room and breakfast area. Impressive entrance features 30' ceiling, skylight and travertine floors. High ceilings throughout, quality hardwood floors, wainscoting and custom cabinetry. Master suite in separate wing has 5 pc ensuite, walk-in closets, adjoining library and balcony with view. Office on main, finished above ground basement opens to sunny patio. New roof, too. Exquisite.
",,,,,Unknown,Partial (Unknown),4,5 total,,Air Conditioned,,,,Detached,,,,,,,26,Car-Dependent,John Jennings,604-790-1900,Royal LePageSuss-John Jenni,2397 Marine Drive,West Vancouver,BC,V7V1K9,604-925-2911,604-925-3002
Robin Wilke,V1125447,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15737527/938-W-32ND-AV-Vancouver-B...,,938 W 32nd Ave,Vancouver,BC,V5Z2K2,"$4,200,000.00",V1125447,Single Family,House,,,Freehold,7753,Sq Ft,,,,"Wow, very impressed modern mansion located on the quiet inside street. Backyard facing south, rectangular lot, 52x150, over 7753 SF huge large lot, total finished area over 4886 SF. Total 7 bedroom, 6 & half bathrooms. Lane house/or nanny suite are available above the back lane access garage. Beautiful back yard, very private, security, full of sunshine. Central Vancouver location. Close to famous private school, public school, restaurants, shopping mall etc. Luxury interior designs cabinets millworks, appliances, seeing is believing. Move in today.
",Recreation,Garbage disposal unit,,,Unknown,Unknown (Partially finished),7,7 total,,Air Conditioned,,,,Detached,,,,,,,52,Somewhat Walkable,Wiseman Ni,778-908-2068,Sutton Grp-West Coast (w.blvd),#200 - 5511 West Boulevard,Vancouver,BC,V6M4H3,604-267-3800,604-263-8402
Robin Wilke,V1125602,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15742363/2906-PARK-LN-West-Vancouv...,,2906 Park Ln,West Vancouver,BC,V7V1E9,"$4,698,000.00",V1125602,Single Family,House,,,Freehold,10120,Sq Ft,,,,"SPECTACULAR OCEAN AND WATER VIEWS from this amazing 10 years new renovated move in ready home. Live on street of dreams, the golden mile amongst waterfront estates. Semi-waterfront just steps to the beach, seawall, tennis courts & close to Westbay elementary, rec centre, shops, etc. This home is great for entertaining, large principal rooms, 4 bedrooms 6 baths, 4 gas fireplaces, gourmet kitchen , 2 wall ovens. Large patios with sunny south facing water views, metal roof, over 4,100sf of luxury living. Massive master bedroom with large walk in closet and ensuite. Beautiful Brazilian Cherry Hardwood Floors throughout, radiant heating, high ceilings, westcoast style. Measurements done by Pixilink. Open house Thursday June 4, 10-1pm.
","Playground, Recreation, Shopping, Golf Course, Marina","Central location, Private setting, Wheelchair access",,,Unknown,Unknown (Finished),6,4 total,,,,,,Detached,,,,,,,30,Car-Dependent,"Teresa De Cotils
Shahin Behroyan","604-649-4215
604-338-5652",RE/MAX Masters Realty,1453 Bellevue Avenue,West Vancouver,BC,V7T1C3,604-926-6233,604-926-6929
Robin Wilke,V1125746,6/2/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15745028,,2727 Willoughby Rd,West Vancouver,BC,V7S3K3,"$6,900,000.00",V1125746,Single Family,House,,,Freehold,10452,Sq Ft,,,,"SPECTACULAR UNOBSTRUCTED PANORAMIC VIEW FROM DOWNTOWN TO LIONS GATE BRIDGE,STANLEY PARK & UBC! This Whitby Estates amazing custom home created by British Pacific Properties. It is built withthe highest quality materials & workmenship throughout! 3 spacious levels with 5 bdrms all with ensuite.Large entertainment size room with separate media/theatre room. Full air conditioning/cooling sys, 4 fireplaces, gourmetkitchen, double garage. Marble foyer which flows to lge open living & dining areas w/wall-to-wall windows to theforever breathtaking ocean view. Owner's vacation house.
",,Embedded oven,,,Unknown,Unknown (Finished),8,6 total,,Air Conditioned,,,,Detached,,,,,,,4,Car-Dependent,"Morning Yu
Jillian Sun","604-719-3307
604-721-3863",New Coast Realty (Richmond),#203 - 7080 River Road,Richmond,BC,V6X1X5,604-370-2023,604-370-2017
Robin Wilke,V1125756,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15744966/4632-W-11TH-AV-Vancouver-...,,4632 W 11th Ave,Vancouver,BC,V6R2M,"$4,480,000.00",V1125756,Single Family,House,,,Freehold,5619,Sq Ft,,,,"Stunning and Elegant, 6 bedrooms with 5.5 bathrooms architecturally designed home located in Point Grey on a 46*122 lot. Spacious, open floor plan with 10ft ceilings,hardwood floors, A/C control, gourmet kitchen with gorgeous high quality appliancegranite counters center island,South-facing backyard overlooking your lovely private patio. Steps to Jericho Beach & English bay,University golf course, shops & restaurants, banks & supermarkets. Top schools incld UBC, Lord Byng Sec, West Point Grey, St George, Queen Mary Elem.
",,,,,Unknown,Full (Unknown),6,4 total,,,,,,Detached,,,,,,,83,Very Walkable,Henry L Shao,604-355-8777,New World Realty Ltd.,#N550 - 650 West 41st Avenue,Vancouver,BC,V5Z2M9,604-322-3838,604-321-3988
Robin Wilke,V1125794,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15744794/-1803-560-CARDERO-ST-Van...,,#1803 560 Cardero St,Vancouver,BC,V6G2W6,"$4,180,000.00",V1125794,Single Family,Apartment,,,Strata,,,,,,"WELCONE TO THE AVAILA! World Class waterfront corner unit offering 3,048 sqft 4-bedroom,5-bath sits atop one of Van's most distinctive residences. With over $175,000 of luxurious renovations from a custom chef's dream kitchen with high-end appliances to the rich & beautiful H/W flrs throughout. Poised over Coal Harbour Marina offering unobstructed ocean, coastal & mtn views from every room of this gorgeous unit. First class hotel like amenities including fully equipped gym, sparkling I/D pool with N. Shore mountain and Coal Harbour Marina views, sauna, steam room, jaxuzzi, squash courts, a media room and a board room. 24 hr. concierge service. Seldom available in ""Avila"" fabulous over 3,000 sf NW corner unit. A must see!
",,Garbage disposal unit,,,Unknown,None (Unknown),5,4,,,,,,,,,,,,,93,Walker's Paradise,"Angela (Shin Young) Kang
Peter K Park","778-863-7471
604-240-9916","New Coast Realty (Richmond)
Hanna Realty Ltd","#203 - 7080 River Road
#620 - 329 North Road","Richmond
Coquitlam","BC
BC","V6X1X5
V3K3V8","604-370-2023
604-937-1122","604-370-2017
604-937-0008"
Robin Wilke,V1125832,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15744942/5290-GULF-PL-West-Vancouv...,,5290 Gulf Pl,West Vancouver,BC,V7W2V9,"$4,280,000.00",V1125832,Single Family,House,,,Freehold,15735,Sq Ft,,,,"This magnificent semi waterfront 4 bedroom contemporary home does have its own shore lines of 60!! Sweeping ocean view that will never disappoint you. Totally private & located in a lovely cul-de-sac, best neighbourhood! Lots of outdoor living space & beautiful pool. Enjoy all day sunshine!",,"Cul-de-sac, Private setting",,,Unknown,None (Unknown),3,4,,,,,,Detached,,,,,,,9,Car-Dependent,George Gao,778-668-1151,Royal Pacific Rlty. (Kingsway),3107 Kingsway,Vancouver,BC,V5R5J9,604-439-0068,604-439-0990
Robin Wilke,V1125886,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15744979/1322-W-KING-EDWARD-AV-...,,1322 W King Edward Ave,Vancouver,BC,V6H1Z9,"$4,500,000.00",V1125886,Single Family,House,,,Freehold,10500,Sq Ft,,,,"If these walls could talk, they'd speak of 86 yrs of beautiful family moments: stories of celebrations, challenges & success, intimate quiet moments, pitter patter of footsteps, echoes of laughter, squels of delight & generations of growth. If this home could talk, it would boast of pedigree. Irreplaceable orig gate fr CP Rail days to today's top materials. 1st Shaughnessy signature inlay H/W flrs, leaded glass cabinets, wood burning fireplaces, newer kitchen, baths, electrical, paint, top appliances, triple quadruple paned windows & much more! 10,500sf lot, 3756 sqft home, 6 Bdrms+Den, 5 Baths, 1000 sqft deck, 400 sqft gym, full bsmt. Truly must see! This 1930's Dutch Colonial beauty offered for sale; the home itself is priceles.
","Recreation, Shopping","Central location, Garbage disposal unit",,,Unknown,Full (Finished),5,6 total,,Air Conditioned,,,,Detached,,,,,,,73,Very Walkable,Carissa Sty,604-722-2006,Macdonald Realty Ltd.,2105 West 38th Avenue,Vancouver,BC,V6M1R8,604-263-1911,604-266-3514
